"Môn học","Lớp","Chủ đề","Thể loại","Câu hỏi","Câu trả lời","Hướng dẫn giải","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Tia phân giác của một góc là gì ?","Tia nằm giữa hai cạnh của một góc và tạo với hai cạnh ấy hai góc bằng nhau được gọi là tia phân giác của góc đó.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Dấu hiệu nhận biết hai đường thẳng song song","Nếu đường thẳng c cắt hai đường thẳng phân biệt a, b và trong các góc tạo thành có một cặp góc so le trong bằng nhau hoặc một cặp góc đồng vị bằng nhau thì a và b song song với nhau. Kí hiệu là: a//b
Hai đường thẳng phân biệt cùng vuông góc với một đường thẳng thứ ba thì chúng song song với nhau.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Định lí là gì ?","Định lí là một khẳng định được suy ra từ những khẳng định đúng đã biết. Mỗi định lí thường được phát biểu dưới dạng: Nếu … thì …
+ Phần giữa từ “nếu” và từ “thì” là giả thiết của định lí.
+ Phần sau từ “thì” là kết luận của định lí.
Ví dụ:
Định lí “Nếu hai góc đối đỉnh thì hai góc đó bằng nhau” được suy ra từ khẳng định đúng là “hai góc kề bù có tổng số đo bằng 180°).
Giả thiết là: hai góc đối đỉnh
Kết luận là: hai góc đó bằng nhau.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Chứng minh định lí là gì ?","Chứng minh một định lí là dùng lập luận để từ giả thiết và những khẳng định đúng đã biết suy ra kết luận của định lí","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Tổng các góc trong một tam giác","Tổng ba góc trong một tam giác là tổng số đo ba góc trong tam giác đó.
Tổng ba góc trong một tam giác bằng 180°.
Góc ngoài của tam giác là góc kề bù với 1 góc của tam giác.
Mỗi góc ngoài của một tam giác có số đo bằng tổng số đo hai góc trong không kề với nó.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Hai tam giác bằng nhau khi nào ?","Hai tam giác ABC và A'B'C'bằng nhau nếu chúng có các cạnh tương ứng bằng nhau và các góc tương ứng bằng nhau ","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Tam giác cân là gì ?","Tam giác cân là tam giác có hai cạnh bằng nhau.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Tính chất của tam giác cân","Trong tam giác cân, hai góc ở đáy bằng nhau.
Tam giác có hai góc ở đáy bằng nhau thì tam giác đó là tam giác cân.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Đường trung trực của một đoạn thẳng là gì ?","Đường thẳng vuông góc với đoạn thẳng tại trung điểm của nó được gọi là đường trung trực của đoạn thẳng đó.
Ví dụ:
Đường thẳng d vuông góc với đoạn AB tại M và M là trung điểm của AB. Khi đó d được gọi là đường trung trực của đoạn thẳng AB.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Biểu đồ đoạn thẳng dùng đề làm gì ?","Biểu đồ đoạn thẳng thường được dùng để biểu diễn sự thay đổi của một đại lượng theo thời gian.","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Biểu thức số là gì ?","Các số được nối với nhau bởi dấu các phép tính cộng, trừ, nhân, chia, nâng lên lũy thừa tạo thành một biểu thức
Ví dụ:
3 + 7 – 2; 4. 5: 2; 2. (5 + 8) là những biểu thức số","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Biểu thức đại số là gì ?","Biểu thức chỉ chứa số hoặc chỉ chứa chữ hoặc chứa cả số và chữ gọi chung là biểu thức đại số.","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Biến số là gì ?","Trong một biểu thức đại số, các chữ (nếu có) dùng để thay thế hay đại diện cho những số nào đó được gọi là các biến số (gọi tắt là các biến).
Ví dụ : Biểu thức đại số: x.y + 2.y – 1 thì x và y được gọi là các biến số","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Đơn thức một biến là gì ?","Đơn thức một biến (gọi tắt là đơn thức) là biểu thức đại số có dạng tích của một số thực với một lũy thừa của biến, trong đó số thực gọi là hệ số, số mũ của lũy thừa của biến gọi là bậc của đơn thức","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Cách cộng và trừ hai đơn thức cùng bậc","Cộng (hay trừ) hai đơn thức cùng bậc bằng cách cộng (hay trừ) các hệ số với nhau và giữ nguyên lũy thừa của biến. Tổng nhận được là một đơn thức.","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Cách nhân hai đơn thức ","Nhân hai đơn thức tùy ý bằng cách nhân hai hệ số với nhau và nhân hai lũy thừa của biến với nhau. Tích nhận được là một đơn thức.","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Đa thức một biến là gì ?","Đa thức một biến (gọi tắt là đa thức) là tổng của những đơn thức của cùng một biến; mỗi đơn thức trong tổng gọi là một hạng tử của đa thức đó.
Một đơn thức cũng là một đa thức.
Số 0 cũng được coi là một đa thức, gọi là đa thức không.","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Cách cộng hai đa thức một biến","Cách 1: Viết hai đa thức trong dấu ngoặc rồi nối chúng bởi dấu “+”. Sau đó bỏ ngoặc rồi nhóm các hạng tử cùng bậc và thu gọn.
Cách 2: Đặt tính cộng sao cho các hạng tử cùng bậc của hai đa thức thì thẳng cột với nhau rồi cộng theo từng cột. Nếu đa thức khuyết một hạng tử bậc nào đó thì ta để một khoảng trống ứng với hạng tử đó","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Cách trừ hai đa thức một biến","Cách 1: Viết hai đa thức trong dấu ngoặc rồi nối chúng bởi dấu “–”. Sau đó bỏ ngoặc rồi nhóm các hạng tử cùng bậc và thu gọn.
Cách 2: Đặt tính trừ sao cho các hạng tử cùng bậc của hai đa thức thì thẳng cột với nhau rồi trừ theo từng cột. Nếu đa thức khuyết một hạng tử bậc nào đó thì ta để một khoảng trống ứng với hạng tử đó.","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Cách nhân đơn thức với đa thức","Muốn nhân một đơn thức với một đa thức, ta nhân đơn thức vời từng hạng tử của đa thức rồi cộng các tích với nhau.","","","","","","","",""
"Toán","7","Đại số","Lý thuyết","Cách nhân đa thức với đa thức","Muốn nhân một đa thức với một đa thức, ta nhân mỗi hạng tử của đa thức này với từng hạng tử của đa thức kia rồi cộng các tích với nhau.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Khái niệm về hình hộp chữ nhật","Hình hộp chữ nhật có 6 mặt là các hình chữ nhật, 8 đỉnh, 12 cạnh, 4 đường chéo, các cạnh bên song song và bằng nhau.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Khái niệm Hình lập phương","Hình lập phương là hình hộp chữ nhật có 6 mặt là các hình vuông.","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Diện tích xung quanh hình hộp chữ nhật","Sxq = 2.(a + b ).c","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Diện tích xung quanh hình lập phương","Sxq = 4a2","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Thể tích hình hộp chữ nhật","V = abc","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Thể tích hình lập phương","V = a3","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Hình lăng trụ đứng tam giác là gì ?","Trong hình lăng trụ đứng tam giác (tứ giác):
+ Hai mặt đáy song song với nhau.
+ Các mặt bên là những hình chữ nhật.
+ Các cạnh bên song song và bằng nhau.
–Độ dài một cạnh bên gọi là chiều cao của lăng trụ đứng.
–Hình hộp chữ nhật và hình lập phương cũng là các hình lăng trụ đứng tứ giác","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Diện tích xung quanh của hình lăng trụ đứng ","Sxq = C. h
C : là chu vi của lăng trụ đứng
h : chiều cao của lăng trụ đứng","","","","","","","",""
"Toán","7","HÌnh học","Lý thuyết","Thể tích của hình lăng trụ đứng ","V = Sđáy . h","","","","","","","",""
"Toán","8","Đại số","Lý thuyết","Hằng đẳng thức là gì ?","Hằng đẳng thức là đẳng thức mà hai vế luôn cùng nhận một giá trị khi thay các chữ trong đẳng thức bằng các số tùy ý.
Ví dụ : a + b = b + a, a(b – c) = a.b – a.c","","","","","","","",""
"Toán","8","Đại số","Lý thuyết","Bảng các hằng đẳng thức đáng nhớ","A2 – B2 = (A – B)(A + B)
(A + B)2 = A2 + 2AB + B2
(A – B)2 = A2 – 2AB + B2
(A + B)3 = A3 + 3A2B + 3AB2 + B3
(A – B)3 = A3 – 3A2B + 3AB2 – B3
A3 + B3 = (A + B)(A2 – AB + B2)
A3 – B3 = (A – B)(A2 + AB + B2)","","","","","","","",""
"Toán","8","Đại số","Lý thuyết","Phân tích đa thức thành nhân tử là gì ?","Phân tích đa thức thành nhân tử (hay thừa số) là biến đổi đa thức đó thành một tích của những đa thức.","","","","","","","",""
"Toán","8","Đại số","Lý thuyết","Phương pháp phân tích đa thức thành nhân tử bằng cách đặt nhân tử chung","Khi tất cả các số hạng của đa thức có một thừa số chung, ta đặt thừa số chung đó ra ngoài dấu ngoặc () để làm nhân tử chung 
Các số hạng bên trong dấu () có được bằng cách lấy số hạng của đa thức chia cho nhân tử chung.","","","","","","","",""
"Toán","8","Đại số","Lý thuyết","Phương pháp phân tích đa thức thành nhân tử bằng cách sử dụng hằng đẳng thức","Dùng các hằng đẳng thức đáng nhớ để phân tích đa thức thành nhân tử.
Cần vận dụng linh hoạt các hằng đẳng thức để phù hợp với các nhân tử.","","","","","","","",""
"Toán","8","Đại số","Lý thuyết","Phương pháp phân tích đa thức thành nhân tử bằng cách nhóm các hạng tử","Ta vận dụng phương pháp nhóm hạng tử khi không thể phân tích đa thức thành nhân tử bằng phương pháp đặt nhân tử chung hay bằng phương pháp dùng hằng đẳng thức.
Ta nhận xét để tìm cách nhóm hạng tử một cách thích hợp (có thể giao hoán và kết hợp các hạng tử để nhóm) sao cho sau khi nhóm, từng nhóm đa thức có thể phân tích được thành nhân tử bằng phương pháp đặt nhân tử chung, bằng phương pháp dùng hằng đẳng thức. Khi đó đa thức mới phải xuất hiện nhân tử chung.
 Ta áp dụng phương pháp đặt thành nhân tử chung để phân tích đa thức đã cho thành nhân tử.","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Tứ giác lồi là gì ? ","Tứ giác lồi là tứ giác mà hai đỉnh thuộc một cạnh bất kì luôn nằm về một phía của đường thẳng đi qua hai đỉnh còn lại (Hình a ở ví dụ 1 là tứ giác lồi, hình b, c không phải tứ giác lồi).","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Tổng các góc của một tứ giác bằng bao nhiêu ?","Tổng các góc trong một tứ giác bằng 360°.","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Hình thang là gì ?","Hình thang là tứ giác có hai cạnh đối song song","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Tính chất của hình thang cân","Trong hình thang cân, hai cạnh bên bằng nhau.
Trong hình thang cân, hai đường chéo bằng nhau","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Dấu hiệu nhận biết hình thang cân","Nếu một hình thang có hai đường chéo bằng nhau thì đó là hình thang cân
","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Định nghĩa hình thang cân","Hình thang cân là hình thang có hai góc kề một đáy bằng nhau.","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Định nghĩa hình chữ nhật","Hình chữ nhật là tứ giác có bốn góc vuông.","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Định nghĩa hình bình hàng","Hình bình hành là tứ giác có các cạnh đối song song.","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Định nghĩa hình thoi","Hình thoi là tứ giác có bốn cạnh bằng nhau.","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Dấu hiệu nhận biết hình vuông","a) Hình chữ nhật có hai cạnh kề bằng nhau là hình vuông.
b) Hình chữ nhật có hai đường chéo vuông góc là hình vuông.
c) Hình chữ nhật có một đường chéo là đường phân giác của một góc là hình vuông.","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Tính chất của hình bình hành","Trong hình bình hành:
a) Các cạnh đối bằng nhau
b) Các góc đối bằng nhau
c) Hai đường chéo cắt nhau tại trung điểm của mỗi đường","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Tính chất của hình chữ nhật","Trong hình chữ nhật, hai đường chéo bằng nhau và cắt nhau tại trung điểm của mỗi đường.","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Tính chất của hình thoi","Trong hình thoi:
a) Hai đường chéo vuông góc với nhau;
b) Hai đường chéo là các đường phân giác của các góc trong hình thoi.","","","","","","","",""
"Toán","8","Hình học","Lý thuyết","Tính chất của hình vuông","Trong một hình vuông, hai đường chéo bằng nhau, vuông góc với nhau, cắt nhau tại trung điểm mỗi đường và là các đường phân giác của các góc của hình vuông.","","","","","","","",""
